Timestamp,Endpoint,Method,Error_Code,Error_Type,Client_ID,Client_Org,Error_Message,Stack_Trace_ID,Request_ID,User_IP,Resolution_Status,Assigned_Engineer,Priority,SLA_Breach
2026-02-04 22:37:12,/api/a2a/hushh-profile,POST,500,Internal Server Error,CLT-78949,Sephora,Database write conflict or timeout,STK-89256,REQ-45700-23478,185.23.47.89,Resolved,eng-williams,P1,No
2026-02-04 22:32:45,/api/a2a/brand,POST,400,Bad Request,CLT-78950,Reliance Retail,Missing user profile data for brand analysis,STK-89257,REQ-45701-23479,103.45.68.23,Resolved,eng-singh,P3,No
2026-02-04 22:28:34,/api/a2a/profile/query,GET,401,Unauthorized,CLT-78951,Tiffany & Co,Consent not granted for profile access,STK-89258,REQ-45702-23480,192.34.56.78,Resolved,eng-sharma,P2,No
2026-02-04 22:23:23,/api/a2a/gemini,POST,500,Internal Server Error,CLT-78952,Jio Platforms,Gemini API internal error,STK-89259,REQ-45703-23481,103.45.69.12,In Progress,eng-kumar,P2,No
2026-02-04 22:18:12,/api/a2a/public,POST,400,Bad Request,CLT-78953,Moët Hennessy,Invalid prompt or missing required parameters,STK-89260,REQ-45704-23482,185.23.48.34,Resolved,eng-chen,P3,No
2026-02-04 22:13:45,/api/a2a/hushh-profile,POST,429,Rate Limit Exceeded,CLT-78954,Fendi,Rate limit exceeded: 100 requests per minute,STK-89261,REQ-45705-23483,185.23.49.56,Resolved,eng-patel,P3,No
2026-02-04 22:08:34,/api/a2a/profile/update,PATCH,404,Not Found,CLT-78955,Hamleys,Profile not found for update,STK-89262,REQ-45706-23484,103.45.70.45,Resolved,eng-williams,P3,No
2026-02-04 22:03:23,/api/a2a/gemini,POST,504,Gateway Timeout,CLT-78956,Bulgari,Gemini API timeout after 30s,STK-89263,REQ-45707-23485,185.23.50.78,Resolved,eng-singh,P2,No
2026-02-04 21:58:12,/api/a2a/brand,POST,500,Internal Server Error,CLT-78957,TAG Heuer,Brand affinity calculation service error,STK-89264,REQ-45708-23486,185.23.51.23,In Progress,eng-sharma,P2,Yes
2026-02-04 21:52:45,/api/a2a/public,POST,500,Internal Server Error,CLT-78958,Reliance Digital,OpenAI API timeout,STK-89265,REQ-45709-23487,103.45.71.67,Resolved,eng-kumar,P2,No
2026-02-04 21:47:34,/api/a2a/hushh-profile,POST,400,Bad Request,CLT-78959,Givenchy,Invalid profile data: email format invalid,STK-89266,REQ-45710-23488,185.23.52.89,Resolved,eng-chen,P3,No
2026-02-04 21:42:23,/api/a2a/consent/verify,GET,404,Not Found,CLT-78960,DFS Group,Consent record not found or expired,STK-89267,REQ-45711-23489,43.23.45.67,Resolved,eng-patel,P2,No
2026-02-04 21:37:12,/api/a2a/gemini,POST,429,Rate Limit Exceeded,CLT-78961,Kenzo,Gemini API rate limit exceeded,STK-89268,REQ-45712-23490,185.23.53.12,Resolved,eng-williams,P2,No
2026-02-04 21:31:45,/api/a2a/public,POST,503,Service Unavailable,CLT-78962,Berluti,OpenAI service temporarily unavailable,STK-89269,REQ-45713-23491,185.23.54.34,Resolved,eng-singh,P2,No
2026-02-04 21:26:34,/api/a2a/hushh-profile,POST,401,Unauthorized,CLT-78963,Loewe,Invalid API key or expired token,STK-89270,REQ-45714-23492,185.23.55.56,Resolved,eng-sharma,P1,No
2026-02-04 21:21:23,/api/a2a/profile/update,PATCH,400,Bad Request,CLT-78964,Rimowa,Invalid update payload or schema mismatch,STK-89271,REQ-45715-23493,185.23.56.78,Resolved,eng-kumar,P3,No
2026-02-04 21:16:12,/api/a2a/brand,POST,400,Bad Request,CLT-78965,Hublot,Missing user profile data for brand analysis,STK-89272,REQ-45716-23494,185.23.57.12,Resolved,eng-chen,P3,No
2026-02-04 21:10:45,/api/a2a/gemini,POST,500,Internal Server Error,CLT-78966,Zenith,Gemini API internal error,STK-89273,REQ-45717-23495,185.23.58.23,In Progress,eng-patel,P2,No
2026-02-04 21:05:34,/api/a2a/public,POST,400,Bad Request,CLT-78945,LVMH Group,Invalid text input: empty or malformed JSON,STK-89274,REQ-45718-23496,185.23.45.67,Resolved,eng-williams,P3,No
2026-02-04 21:00:23,/api/a2a/hushh-profile,POST,500,Internal Server Error,CLT-78946,Reliance Industries,Database connection timeout,STK-89275,REQ-45719-23497,103.45.67.89,Resolved,eng-singh,P1,No
2026-02-04 20:54:12,/api/a2a/profile/query,GET,404,Not Found,CLT-78947,Dior,Profile ID not found,STK-89276,REQ-45720-23498,185.23.45.71,Resolved,eng-sharma,P3,No
2026-02-04 20:48:45,/api/a2a/gemini,POST,504,Gateway Timeout,CLT-78948,Louis Vuitton,Gemini API timeout after 30s,STK-89277,REQ-45721-23499,185.23.46.12,Resolved,eng-kumar,P2,No
2026-02-04 20:43:34,/api/a2a/brand,POST,500,Internal Server Error,CLT-78949,Sephora,Brand affinity calculation service error,STK-89278,REQ-45722-23500,185.23.47.89,In Progress,eng-chen,P2,Yes
2026-02-04 20:37:23,/api/a2a/public,POST,500,Internal Server Error,CLT-78950,Reliance Retail,OpenAI API timeout,STK-89279,REQ-45723-23501,103.45.68.23,Resolved,eng-patel,P2,No
2026-02-04 20:32:12,/api/a2a/hushh-profile,POST,400,Bad Request,CLT-78951,Tiffany & Co,Invalid profile data: missing required field 'phone',STK-89280,REQ-45724-23502,192.34.56.78,Resolved,eng-williams,P3,No
2026-02-04 20:26:45,/api/a2a/consent/verify,GET,404,Not Found,CLT-78952,Jio Platforms,Consent record not found or expired,STK-89281,REQ-45725-23503,103.45.69.12,Resolved,eng-singh,P2,No
2026-02-04 20:21:34,/api/a2a/gemini,POST,429,Rate Limit Exceeded,CLT-78953,Moët Hennessy,Gemini API rate limit exceeded,STK-89282,REQ-45726-23504,185.23.48.34,Resolved,eng-sharma,P2,No
2026-02-04 20:15:23,/api/a2a/public,POST,503,Service Unavailable,CLT-78954,Fendi,OpenAI service temporarily unavailable,STK-89283,REQ-45727-23505,185.23.49.56,Resolved,eng-kumar,P2,No
2026-02-04 20:10:12,/api/a2a/hushh-profile,POST,429,Rate Limit Exceeded,CLT-78955,Hamleys,Rate limit exceeded: 100 requests per minute,STK-89284,REQ-45728-23506,103.45.70.45,Resolved,eng-chen,P3,No
2026-02-04 20:04:45,/api/a2a/profile/update,PATCH,404,Not Found,CLT-78956,Bulgari,Profile not found for update,STK-89285,REQ-45729-23507,185.23.50.78,Resolved,eng-patel,P3,No
2026-02-04 19:59:34,/api/a2a/brand,POST,400,Bad Request,CLT-78957,TAG Heuer,Missing user profile data for brand analysis,STK-89286,REQ-45730-23508,185.23.51.23,Resolved,eng-williams,P3,No
2026-02-04 19:53:23,/api/a2a/gemini,POST,500,Internal Server Error,CLT-78958,Reliance Digital,Gemini API internal error,STK-89287,REQ-45731-23509,103.45.71.67,In Progress,eng-singh,P2,No
2026-02-04 19:48:12,/api/a2a/public,POST,400,Bad Request,CLT-78959,Givenchy,Invalid prompt or missing required parameters,STK-89288,REQ-45732-23510,185.23.52.89,Resolved,eng-sharma,P3,No
2026-02-04 19:42:45,/api/a2a/hushh-profile,POST,401,Unauthorized,CLT-78960,DFS Group,Invalid API key or expired token,STK-89289,REQ-45733-23511,43.23.45.67,Resolved,eng-kumar,P1,No
2026-02-04 19:37:34,/api/a2a/profile/query,GET,401,Unauthorized,CLT-78961,Kenzo,Consent not granted for profile access,STK-89290,REQ-45734-23512,185.23.53.12,Resolved,eng-chen,P2,No
2026-02-04 19:31:23,/api/a2a/gemini,POST,504,Gateway Timeout,CLT-78962,Berluti,Gemini API timeout after 30s,STK-89291,REQ-45735-23513,185.23.54.34,Resolved,eng-patel,P2,No
2026-02-04 19:26:12,/api/a2a/brand,POST,500,Internal Server Error,CLT-78963,Loewe,Brand affinity calculation service error,STK-89292,REQ-45736-23514,185.23.55.56,In Progress,eng-williams,P2,Yes
2026-02-04 19:20:45,/api/a2a/public,POST,500,Internal Server Error,CLT-78964,Rimowa,OpenAI API timeout,STK-89293,REQ-45737-23515,185.23.56.78,Resolved,eng-singh,P2,No
2026-02-04 19:15:34,/api/a2a/hushh-profile,POST,400,Bad Request,CLT-78965,Hublot,Invalid profile data: date of birth format invalid,STK-89294,REQ-45738-23516,185.23.57.12,Resolved,eng-sharma,P3,No
2026-02-04 19:09:23,/api/a2a/consent/verify,GET,404,Not Found,CLT-78966,Zenith,Consent record not found or expired,STK-89295,REQ-45739-23517,185.23.58.23,Resolved,eng-kumar,P2,No
2026-02-04 19:04:12,/api/a2a/gemini,POST,429,Rate Limit Exceeded,CLT-78945,LVMH Group,Gemini API rate limit exceeded,STK-89296,REQ-45740-23518,185.23.45.67,Resolved,eng-chen,P2,No
2026-02-04 18:58:45,/api/a2a/public,POST,503,Service Unavailable,CLT-78946,Reliance Industries,OpenAI service temporarily unavailable,STK-89297,REQ-45741-23519,103.45.67.89,Resolved,eng-patel,P2,No
2026-02-04 18:53:34,/api/a2a/hushh-profile,POST,500,Internal Server Error,CLT-78947,Dior,Database write conflict or timeout,STK-89298,REQ-45742-23520,185.23.45.71,Resolved,eng-williams,P1,No
2026-02-04 18:47:23,/api/a2a/profile/update,PATCH,400,Bad Request,CLT-78948,Louis Vuitton,Invalid update payload or schema mismatch,STK-89299,REQ-45743-23521,185.23.46.12,Resolved,eng-singh,P3,No
2026-02-04 18:42:12,/api/a2a/brand,POST,400,Bad Request,CLT-78949,Sephora,Missing user profile data for brand analysis,STK-89300,REQ-45744-23522,185.23.47.89,Resolved,eng-sharma,P3,No
2026-02-04 18:36:45,/api/a2a/gemini,POST,500,Internal Server Error,CLT-78950,Reliance Retail,Gemini API internal error,STK-89301,REQ-45745-23523,103.45.68.23,In Progress,eng-kumar,P2,No
2026-02-04 18:31:34,/api/a2a/public,POST,400,Bad Request,CLT-78951,Tiffany & Co,Invalid text input: empty or malformed JSON,STK-89302,REQ-45746-23524,192.34.56.78,Resolved,eng-chen,P3,No
2026-02-04 18:25:23,/api/a2a/hushh-profile,POST,429,Rate Limit Exceeded,CLT-78952,Jio Platforms,Rate limit exceeded: 100 requests per minute,STK-89303,REQ-45747-23525,103.45.69.12,Resolved,eng-patel,P3,No
2026-02-04 18:20:12,/api/a2a/profile/query,GET,404,Not Found,CLT-78953,Moët Hennessy,Profile ID not found,STK-89304,REQ-45748-23526,185.23.48.34,Resolved,eng-williams,P3,No
2026-02-04 18:14:45,/api/a2a/gemini,POST,504,Gateway Timeout,CLT-78954,Fendi,Gemini API timeout after 30s,STK-89305,REQ-45749-23527,185.23.49.56,Resolved,eng-singh,P2,No
2026-02-04 18:09:34,/api/a2a/brand,POST,500,Internal Server Error,CLT-78955,Hamleys,Brand affinity calculation service error,STK-89306,REQ-45750-23528,103.45.70.45,In Progress,eng-sharma,P2,Yes
2026-02-04 18:03:23,/api/a2a/public,POST,500,Internal Server Error,CLT-78956,Bulgari,OpenAI API timeout,STK-89307,REQ-45751-23529,185.23.50.78,Resolved,eng-kumar,P2,No
2026-02-04 17:58:12,/api/a2a/hushh-profile,POST,400,Bad Request,CLT-78957,TAG Heuer,Invalid profile data: country code invalid,STK-89308,REQ-45752-23530,185.23.51.23,Resolved,eng-chen,P3,No
2026-02-04 17:52:45,/api/a2a/consent/verify,GET,404,Not Found,CLT-78958,Reliance Digital,Consent record not found or expired,STK-89309,REQ-45753-23531,103.45.71.67,Resolved,eng-patel,P2,No
2026-02-04 17:47:34,/api/a2a/gemini,POST,429,Rate Limit Exceeded,CLT-78959,Givenchy,Gemini API rate limit exceeded,STK-89310,REQ-45754-23532,185.23.52.89,Resolved,eng-williams,P2,No
2026-02-04 17:41:23,/api/a2a/public,POST,503,Service Unavailable,CLT-78960,DFS Group,OpenAI service temporarily unavailable,STK-89311,REQ-45755-23533,43.23.45.67,Resolved,eng-singh,P2,No
2026-02-04 17:36:12,/api/a2a/hushh-profile,POST,401,Unauthorized,CLT-78961,Kenzo,Invalid API key or expired token,STK-89312,REQ-45756-23534,185.23.53.12,Resolved,eng-sharma,P1,No
2026-02-04 17:30:45,/api/a2a/profile/update,PATCH,404,Not Found,CLT-78962,Berluti,Profile not found for update,STK-89313,REQ-45757-23535,185.23.54.34,Resolved,eng-kumar,P3,No
2026-02-04 17:25:34,/api/a2a/brand,POST,400,Bad Request,CLT-78963,Loewe,Missing user profile data for brand analysis,STK-89314,REQ-45758-23536,185.23.55.56,Resolved,eng-chen,P3,No
2026-02-04 17:19:23,/api/a2a/gemini,POST,500,Internal Server Error,CLT-78964,Rimowa,Gemini API internal error,STK-89315,REQ-45759-23537,185.23.56.78,In Progress,eng-patel,P2,No
2026-02-04 17:14:12,/api/a2a/public,POST,400,Bad Request,CLT-78965,Hublot,Invalid prompt or missing required parameters,STK-89316,REQ-45760-23538,185.23.57.12,Resolved,eng-williams,P3,No
2026-02-04 17:08:45,/api/a2a/hushh-profile,POST,500,Internal Server Error,CLT-78966,Zenith,Database connection timeout,STK-89317,REQ-45761-23539,185.23.58.23,Resolved,eng-singh,P1,No
2026-02-04 17:03:34,/api/a2a/profile/query,GET,401,Unauthorized,CLT-78945,LVMH Group,Consent not granted for profile access,STK-89318,REQ-45762-23540,185.23.45.67,Resolved,eng-sharma,P2,No
2026-02-04 16:57:23,/api/a2a/gemini,POST,504,Gateway Timeout,CLT-78946,Reliance Industries,Gemini API timeout after 30s,STK-89319,REQ-45763-23541,103.45.67.89,Resolved,eng-kumar,P2,No
2026-02-04 16:52:12,/api/a2a/brand,POST,500,Internal Server Error,CLT-78947,Dior,Brand affinity calculation service error,STK-89320,REQ-45764-23542,185.23.45.71,In Progress,eng-chen,P2,Yes
2026-02-04 16:46:45,/api/a2a/public,POST,500,Internal Server Error,CLT-78948,Louis Vuitton,OpenAI API timeout,STK-89321,REQ-45765-23543,185.23.46.12,Resolved,eng-patel,P2,No
2026-02-04 16:41:34,/api/a2a/hushh-profile,POST,400,Bad Request,CLT-78949,Sephora,Invalid profile data: address format invalid,STK-89322,REQ-45766-23544,185.23.47.89,Resolved,eng-williams,P3,No
2026-02-04 16:35:23,/api/a2a/consent/verify,GET,404,Not Found,CLT-78950,Reliance Retail,Consent record not found or expired,STK-89323,REQ-45767-23545,103.45.68.23,Resolved,eng-singh,P2,No
2026-02-04 16:30:12,/api/a2a/gemini,POST,429,Rate Limit Exceeded,CLT-78951,Tiffany & Co,Gemini API rate limit exceeded,STK-89324,REQ-45768-23546,192.34.56.78,Resolved,eng-sharma,P2,No
2026-02-04 16:24:45,/api/a2a/public,POST,503,Service Unavailable,CLT-78952,Jio Platforms,OpenAI service temporarily unavailable,STK-89325,REQ-45769-23547,103.45.69.12,Resolved,eng-kumar,P2,No
2026-02-04 16:19:34,/api/a2a/hushh-profile,POST,429,Rate Limit Exceeded,CLT-78953,Moët Hennessy,Rate limit exceeded: 100 requests per minute,STK-89326,REQ-45770-23548,185.23.48.34,Resolved,eng-chen,P3,No
2026-02-04 16:13:23,/api/a2a/profile/update,PATCH,400,Bad Request,CLT-78954,Fendi,Invalid update payload or schema mismatch,STK-89327,REQ-45771-23549,185.23.49.56,Resolved,eng-patel,P3,No
2026-02-04 16:08:12,/api/a2a/brand,POST,400,Bad Request,CLT-78955,Hamleys,Missing user profile data for brand analysis,STK-89328,REQ-45772-23550,103.45.70.45,Resolved,eng-williams,P3,No
2026-02-04 16:02:45,/api/a2a/gemini,POST,500,Internal Server Error,CLT-78956,Bulgari,Gemini API internal error,STK-89329,REQ-45773-23551,185.23.50.78,In Progress,eng-singh,P2,No
2026-02-04 15:57:34,/api/a2a/public,POST,400,Bad Request,CLT-78957,TAG Heuer,Invalid text input: empty or malformed JSON,STK-89330,REQ-45774-23552,185.23.51.23,Resolved,eng-sharma,P3,No
2026-02-04 15:51:23,/api/a2a/hushh-profile,POST,401,Unauthorized,CLT-78958,Reliance Digital,Invalid API key or expired token,STK-89331,REQ-45775-23553,103.45.71.67,Resolved,eng-kumar,P1,No
2026-02-04 15:46:12,/api/a2a/profile/query,GET,404,Not Found,CLT-78959,Givenchy,Profile ID not found,STK-89332,REQ-45776-23554,185.23.52.89,Resolved,eng-chen,P3,No
2026-02-04 15:40:45,/api/a2a/gemini,POST,504,Gateway Timeout,CLT-78960,DFS Group,Gemini API timeout after 30s,STK-89333,REQ-45777-23555,43.23.45.67,Resolved,eng-patel,P2,No
